creative_id,image_url,creative_format,content_type,image_tags,sentiment_score,audit_status,created_date,campaign_id
CRE_000411,https://demo-assets.com/creatives/CRE_000411.jpg,Social Post,User Generated,"real,community,user,authentic,modern,bold,subtle",0.54,Approved,2024-06-19,CAM_000103
CRE_000412,https://demo-assets.com/creatives/CRE_000412.gif,Video,Product Shot,"product,clean,minimalist,brand,trendy",-0.1,Approved,2025-07-11,CAM_000103
CRE_000413,https://demo-assets.com/creatives/CRE_000413.png,Audio,Testimonial,"review,customer,satisfaction,trust,modern",0.11,Approved,2025-06-14,CAM_000104
CRE_000414,https://demo-assets.com/creatives/CRE_000414.jpg,Social Post,Lifestyle,"people,lifestyle,authentic,emotional,classic",-0.59,Rejected,2023-10-09,CAM_000104
CRE_000415,https://demo-assets.com/creatives/CRE_000415.png,Native,Lifestyle,"people,lifestyle,authentic,emotional,bold",-0.49,Approved,2024-12-26,CAM_000104
CRE_000416,https://demo-assets.com/creatives/CRE_000416.png,Audio,Product Shot,"product,clean,minimalist,brand,subtle,modern,professional",0.09,Approved,2023-11-24,CAM_000104
CRE_000417,https://demo-assets.com/creatives/CRE_000417.jpg,Audio,Product Shot,"product,clean,minimalist,brand,subtle",-0.73,Pending,2025-08-16,CAM_000105
CRE_000418,https://demo-assets.com/creatives/CRE_000418.mp4,Audio,Educational,"informative,tutorial,how-to,expert,professional,colorful,bold",0.71,Approved,2024-12-15,CAM_000105
CRE_000419,https://demo-assets.com/creatives/CRE_000419.mp4,Video,Lifestyle,"people,lifestyle,authentic,emotional,trendy,colorful",-0.47,Under Review,2024-03-27,CAM_000105
CRE_000420,https://demo-assets.com/creatives/CRE_000420.png,CTV,Lifestyle,"people,lifestyle,authentic,emotional,professional",0.77,Approved,2025-03-04,CAM_000105
CRE_000421,https://demo-assets.com/creatives/CRE_000421.mp4,Social Post,Promotional,"sale,discount,offer,urgent,trendy",0.83,Approved,2024-11-05,CAM_000106
CRE_000422,https://demo-assets.com/creatives/CRE_000422.jpg,Banner,User Generated,"real,community,user,authentic,classic,bold",-0.58,Approved,2024-10-30,CAM_000106
CRE_000423,https://demo-assets.com/creatives/CRE_000423.mp4,Video,Product Shot,"product,clean,minimalist,brand,colorful,classic",0.75,Pending,2024-06-10,CAM_000106
CRE_000424,https://demo-assets.com/creatives/CRE_000424.mp4,Display,Lifestyle,"people,lifestyle,authentic,emotional,colorful,classic",0.68,Approved,2024-06-12,CAM_000106
CRE_000425,https://demo-assets.com/creatives/CRE_000425.gif,Video,Brand Story,"heritage,story,values,mission,subtle,modern",0.56,Approved,2024-11-12,CAM_000107
CRE_000426,https://demo-assets.com/creatives/CRE_000426.jpg,Native,User Generated,"real,community,user,authentic,bold",0.29,Approved,2025-06-26,CAM_000107
CRE_000427,https://demo-assets.com/creatives/CRE_000427.gif,Rich Media,Product Shot,"product,clean,minimalist,brand,bold,subtle",0.87,Approved,2023-11-05,CAM_000107
CRE_000428,https://demo-assets.com/creatives/CRE_000428.jpg,Banner,Brand Story,"heritage,story,values,mission,modern",0.33,Approved,2024-03-11,CAM_000107
CRE_000429,https://demo-assets.com/creatives/CRE_000429.gif,CTV,Promotional,"sale,discount,offer,urgent,professional",0.21,Approved,2025-08-20,CAM_000108
CRE_000430,https://demo-assets.com/creatives/CRE_000430.mp4,Display,User Generated,"real,community,user,authentic,subtle,modern",0.21,Approved,2024-02-19,CAM_000108
CRE_000431,https://demo-assets.com/creatives/CRE_000431.jpg,Banner,User Generated,"real,community,user,authentic,bold,classic",0.62,Approved,2024-07-02,CAM_000108
CRE_000432,https://demo-assets.com/creatives/CRE_000432.mp4,Social Post,User Generated,"real,community,user,authentic,colorful,trendy,subtle",0.72,Approved,2025-04-28,CAM_000108
CRE_000433,https://demo-assets.com/creatives/CRE_000433.jpg,Social Post,Product Shot,"product,clean,minimalist,brand,colorful,trendy",-0.14,Approved,2024-05-18,CAM_000109
CRE_000434,https://demo-assets.com/creatives/CRE_000434.mp4,Rich Media,Lifestyle,"people,lifestyle,authentic,emotional,professional,subtle",-0.05,Approved,2025-04-10,CAM_000109
CRE_000435,https://demo-assets.com/creatives/CRE_000435.gif,Social Post,Promotional,"sale,discount,offer,urgent,modern",-0.64,Approved,2025-06-18,CAM_000109
CRE_000436,https://demo-assets.com/creatives/CRE_000436.mp4,Video,Promotional,"sale,discount,offer,urgent,classic,colorful,bold",-0.43,Approved,2023-09-14,CAM_000109
CRE_000437,https://demo-assets.com/creatives/CRE_000437.png,Audio,Lifestyle,"people,lifestyle,authentic,emotional,trendy,modern",0.29,Pending,2025-06-14,CAM_000110
CRE_000438,https://demo-assets.com/creatives/CRE_000438.png,Audio,Promotional,"sale,discount,offer,urgent,modern,professional",-0.25,Rejected,2024-07-27,CAM_000110
CRE_000439,https://demo-assets.com/creatives/CRE_000439.png,Banner,User Generated,"real,community,user,authentic,trendy,bold",0.46,Under Review,2024-02-24,CAM_000110
CRE_000440,https://demo-assets.com/creatives/CRE_000440.jpg,Native,Lifestyle,"people,lifestyle,authentic,emotional,classic,colorful",-0.33,Approved,2024-09-19,CAM_000110
CRE_000441,https://demo-assets.com/creatives/CRE_000441.mp4,Native,Promotional,"sale,discount,offer,urgent,trendy",-0.22,Under Review,2024-04-01,CAM_000111
CRE_000442,https://demo-assets.com/creatives/CRE_000442.mp4,Social Post,User Generated,"real,community,user,authentic,subtle",-0.26,Approved,2023-12-28,CAM_000111
CRE_000443,https://demo-assets.com/creatives/CRE_000443.gif,Banner,Educational,"informative,tutorial,how-to,expert,professional",0.16,Approved,2024-01-02,CAM_000111
CRE_000444,https://demo-assets.com/creatives/CRE_000444.gif,Native,Promotional,"sale,discount,offer,urgent,subtle",-0.7,Under Review,2024-11-22,CAM_000111
CRE_000445,https://demo-assets.com/creatives/CRE_000445.mp4,Rich Media,Lifestyle,"people,lifestyle,authentic,emotional,bold,classic,subtle",-0.19,Under Review,2025-04-28,CAM_000112
CRE_000446,https://demo-assets.com/creatives/CRE_000446.gif,Video,Promotional,"sale,discount,offer,urgent,classic,bold,professional",-0.42,Approved,2025-01-04,CAM_000112
CRE_000447,https://demo-assets.com/creatives/CRE_000447.jpg,Native,User Generated,"real,community,user,authentic,modern,bold",-0.05,Approved,2024-07-08,CAM_000112
CRE_000448,https://demo-assets.com/creatives/CRE_000448.mp4,Audio,Lifestyle,"people,lifestyle,authentic,emotional,bold,professional,colorful",-0.65,Approved,2024-05-08,CAM_000112
CRE_000449,https://demo-assets.com/creatives/CRE_000449.png,Native,Product Shot,"product,clean,minimalist,brand,trendy,bold",0.73,Approved,2023-12-01,CAM_000113
CRE_000450,https://demo-assets.com/creatives/CRE_000450.png,Rich Media,Educational,"informative,tutorial,how-to,expert,modern",0.88,Pending,2025-01-14,CAM_000113
CRE_000451,https://demo-assets.com/creatives/CRE_000451.png,Banner,Lifestyle,"people,lifestyle,authentic,emotional,professional",0.2,Approved,2024-08-24,CAM_000113
CRE_000452,https://demo-assets.com/creatives/CRE_000452.png,Audio,User Generated,"real,community,user,authentic,colorful,bold",-0.72,Approved,2024-11-14,CAM_000113
CRE_000453,https://demo-assets.com/creatives/CRE_000453.png,Banner,Product Shot,"product,clean,minimalist,brand,bold,trendy,professional",-0.16,Approved,2024-12-25,CAM_000114
CRE_000454,https://demo-assets.com/creatives/CRE_000454.jpg,CTV,Product Shot,"product,clean,minimalist,brand,colorful,professional,trendy",-0.49,Approved,2024-07-05,CAM_000114
CRE_000455,https://demo-assets.com/creatives/CRE_000455.png,Display,Educational,"informative,tutorial,how-to,expert,modern",-0.49,Approved,2024-03-05,CAM_000114
CRE_000456,https://demo-assets.com/creatives/CRE_000456.mp4,Audio,Brand Story,"heritage,story,values,mission,colorful,classic",-0.2,Approved,2023-12-12,CAM_000114
CRE_000457,https://demo-assets.com/creatives/CRE_000457.png,Banner,Brand Story,"heritage,story,values,mission,classic,professional",-0.41,Approved,2024-11-15,CAM_000115
CRE_000458,https://demo-assets.com/creatives/CRE_000458.png,Display,Brand Story,"heritage,story,values,mission,bold",-0.66,Approved,2023-12-17,CAM_000115
CRE_000459,https://demo-assets.com/creatives/CRE_000459.mp4,CTV,Educational,"informative,tutorial,how-to,expert,professional,colorful,subtle",-0.16,Approved,2024-09-18,CAM_000115
CRE_000460,https://demo-assets.com/creatives/CRE_000460.jpg,Audio,Testimonial,"review,customer,satisfaction,trust,modern",0.53,Approved,2025-06-21,CAM_000115
CRE_000461,https://demo-assets.com/creatives/CRE_000461.jpg,Audio,Testimonial,"review,customer,satisfaction,trust,bold,trendy",0.76,Approved,2023-12-26,CAM_000116
CRE_000462,https://demo-assets.com/creatives/CRE_000462.mp4,CTV,Educational,"informative,tutorial,how-to,expert,trendy,modern",-0.7,Approved,2024-01-09,CAM_000116
CRE_000463,https://demo-assets.com/creatives/CRE_000463.jpg,CTV,Brand Story,"heritage,story,values,mission,colorful,bold",0.53,Approved,2025-07-14,CAM_000116
CRE_000464,https://demo-assets.com/creatives/CRE_000464.jpg,Video,Testimonial,"review,customer,satisfaction,trust,trendy,subtle,modern",-0.11,Approved,2024-09-21,CAM_000116
CRE_000465,https://demo-assets.com/creatives/CRE_000465.jpg,Banner,Lifestyle,"people,lifestyle,authentic,emotional,bold",0.35,Approved,2024-07-01,CAM_000117
CRE_000466,https://demo-assets.com/creatives/CRE_000466.gif,CTV,Product Shot,"product,clean,minimalist,brand,trendy,modern",-0.45,Approved,2025-08-17,CAM_000117
CRE_000467,https://demo-assets.com/creatives/CRE_000467.mp4,Native,Lifestyle,"people,lifestyle,authentic,emotional,modern,colorful,classic",0.2,Approved,2024-12-18,CAM_000117
CRE_000468,https://demo-assets.com/creatives/CRE_000468.mp4,Native,Educational,"informative,tutorial,how-to,expert,classic,trendy,subtle",-0.1,Under Review,2025-06-12,CAM_000117
CRE_000469,https://demo-assets.com/creatives/CRE_000469.mp4,Video,Product Shot,"product,clean,minimalist,brand,professional,bold",-0.47,Approved,2025-02-22,CAM_000118
CRE_000470,https://demo-assets.com/creatives/CRE_000470.png,Rich Media,Educational,"informative,tutorial,how-to,expert,professional,bold",0.69,Pending,2025-05-01,CAM_000118
CRE_000471,https://demo-assets.com/creatives/CRE_000471.gif,Video,Lifestyle,"people,lifestyle,authentic,emotional,subtle",-0.21,Approved,2025-08-01,CAM_000118
CRE_000472,https://demo-assets.com/creatives/CRE_000472.mp4,Social Post,Educational,"informative,tutorial,how-to,expert,bold,professional,modern",-0.62,Approved,2024-02-15,CAM_000118
CRE_000473,https://demo-assets.com/creatives/CRE_000473.jpg,Rich Media,Testimonial,"review,customer,satisfaction,trust,modern,professional,subtle",0.7,Approved,2024-11-25,CAM_000119
CRE_000474,https://demo-assets.com/creatives/CRE_000474.jpg,Rich Media,User Generated,"real,community,user,authentic,colorful",-0.63,Approved,2024-08-19,CAM_000119
CRE_000475,https://demo-assets.com/creatives/CRE_000475.png,Banner,Testimonial,"review,customer,satisfaction,trust,professional,subtle",0.39,Approved,2024-08-26,CAM_000119
CRE_000476,https://demo-assets.com/creatives/CRE_000476.mp4,Native,Educational,"informative,tutorial,how-to,expert,professional,bold",-0.69,Approved,2024-02-17,CAM_000119
CRE_000477,https://demo-assets.com/creatives/CRE_000477.png,Native,Promotional,"sale,discount,offer,urgent,subtle,bold",0.03,Pending,2024-07-05,CAM_000120
CRE_000478,https://demo-assets.com/creatives/CRE_000478.gif,Social Post,Promotional,"sale,discount,offer,urgent,classic,modern",-0.36,Approved,2023-12-23,CAM_000120
CRE_000479,https://demo-assets.com/creatives/CRE_000479.mp4,Audio,User Generated,"real,community,user,authentic,bold,professional",0.58,Approved,2024-11-08,CAM_000120
CRE_000480,https://demo-assets.com/creatives/CRE_000480.mp4,Display,Testimonial,"review,customer,satisfaction,trust,colorful",-0.11,Approved,2025-03-23,CAM_000120
CRE_000481,https://demo-assets.com/creatives/CRE_000481.mp4,Banner,Educational,"informative,tutorial,how-to,expert,bold,classic,modern",-0.15,Under Review,2024-12-07,CAM_000121
CRE_000482,https://demo-assets.com/creatives/CRE_000482.gif,Video,Lifestyle,"people,lifestyle,authentic,emotional,colorful,modern,bold",0.69,Pending,2024-09-16,CAM_000121
CRE_000483,https://demo-assets.com/creatives/CRE_000483.mp4,Native,User Generated,"real,community,user,authentic,trendy",0.39,Approved,2024-01-10,CAM_000121
CRE_000484,https://demo-assets.com/creatives/CRE_000484.png,Rich Media,Promotional,"sale,discount,offer,urgent,subtle,bold,colorful",0.18,Approved,2025-01-22,CAM_000121
CRE_000485,https://demo-assets.com/creatives/CRE_000485.png,Display,Product Shot,"product,clean,minimalist,brand,bold",-0.3,Approved,2025-07-14,CAM_000122
CRE_000486,https://demo-assets.com/creatives/CRE_000486.gif,Banner,Promotional,"sale,discount,offer,urgent,modern,trendy",0.66,Approved,2024-11-18,CAM_000122
CRE_000487,https://demo-assets.com/creatives/CRE_000487.gif,Video,Testimonial,"review,customer,satisfaction,trust,subtle,trendy,colorful",-0.76,Approved,2023-10-30,CAM_000122
CRE_000488,https://demo-assets.com/creatives/CRE_000488.png,Native,Product Shot,"product,clean,minimalist,brand,modern,classic",0.52,Approved,2024-06-12,CAM_000122
CRE_000489,https://demo-assets.com/creatives/CRE_000489.mp4,Native,Brand Story,"heritage,story,values,mission,classic",-0.26,Pending,2023-12-15,CAM_000123
CRE_000490,https://demo-assets.com/creatives/CRE_000490.gif,Social Post,Educational,"informative,tutorial,how-to,expert,professional,trendy",-0.78,Approved,2023-09-22,CAM_000123
CRE_000491,https://demo-assets.com/creatives/CRE_000491.gif,Rich Media,Brand Story,"heritage,story,values,mission,professional",-0.46,Approved,2024-09-25,CAM_000123
CRE_000492,https://demo-assets.com/creatives/CRE_000492.jpg,Native,Testimonial,"review,customer,satisfaction,trust,colorful",0.72,Pending,2025-07-04,CAM_000123
CRE_000493,https://demo-assets.com/creatives/CRE_000493.mp4,Audio,User Generated,"real,community,user,authentic,bold,modern",0.51,Rejected,2025-01-21,CAM_000124
CRE_000494,https://demo-assets.com/creatives/CRE_000494.gif,Rich Media,Lifestyle,"people,lifestyle,authentic,emotional,modern",0.35,Approved,2025-05-05,CAM_000124
CRE_000495,https://demo-assets.com/creatives/CRE_000495.jpg,Native,Brand Story,"heritage,story,values,mission,classic,modern,trendy",0.39,Approved,2024-11-25,CAM_000124
CRE_000496,https://demo-assets.com/creatives/CRE_000496.gif,Display,Brand Story,"heritage,story,values,mission,subtle,classic,professional",0.69,Approved,2024-01-17,CAM_000124
CRE_000497,https://demo-assets.com/creatives/CRE_000497.jpg,Banner,User Generated,"real,community,user,authentic,modern,subtle",-0.61,Approved,2025-06-29,CAM_000125
CRE_000498,https://demo-assets.com/creatives/CRE_000498.png,Audio,User Generated,"real,community,user,authentic,professional,colorful",-0.16,Pending,2024-11-20,CAM_000125
CRE_000499,https://demo-assets.com/creatives/CRE_000499.mp4,Banner,Product Shot,"product,clean,minimalist,brand,subtle",-0.13,Approved,2025-06-11,CAM_000125
CRE_000500,https://demo-assets.com/creatives/CRE_000500.jpg,Banner,User Generated,"real,community,user,authentic,bold",-0.31,Approved,2024-10-01,CAM_000125
CRE_000501,https://demo-assets.com/creatives/CRE_000501.png,Banner,Promotional,"sale,discount,offer,urgent,subtle",-0.69,Approved,2025-03-12,CAM_000126
CRE_000502,https://demo-assets.com/creatives/CRE_000502.jpg,Display,Product Shot,"product,clean,minimalist,brand,bold,subtle,professional",-0.33,Approved,2023-11-17,CAM_000126
CRE_000503,https://demo-assets.com/creatives/CRE_000503.jpg,CTV,Promotional,"sale,discount,offer,urgent,subtle,professional",-0.46,Approved,2025-01-03,CAM_000126
CRE_000504,https://demo-assets.com/creatives/CRE_000504.gif,Banner,Product Shot,"product,clean,minimalist,brand,classic,subtle",-0.32,Approved,2025-06-29,CAM_000126
CRE_000505,https://demo-assets.com/creatives/CRE_000505.jpg,CTV,User Generated,"real,community,user,authentic,colorful,professional",-0.54,Approved,2024-10-07,CAM_000127
CRE_000506,https://demo-assets.com/creatives/CRE_000506.png,Video,Educational,"informative,tutorial,how-to,expert,classic,trendy,professional",0.02,Approved,2023-09-10,CAM_000127
CRE_000507,https://demo-assets.com/creatives/CRE_000507.gif,Video,Product Shot,"product,clean,minimalist,brand,classic,modern",0.87,Approved,2025-07-25,CAM_000127
CRE_000508,https://demo-assets.com/creatives/CRE_000508.gif,Social Post,Product Shot,"product,clean,minimalist,brand,classic",0.61,Approved,2025-01-17,CAM_000127
CRE_000509,https://demo-assets.com/creatives/CRE_000509.png,Display,User Generated,"real,community,user,authentic,trendy,classic,bold",-0.53,Approved,2024-07-20,CAM_000128
CRE_000510,https://demo-assets.com/creatives/CRE_000510.mp4,Banner,Brand Story,"heritage,story,values,mission,professional,colorful",0.85,Approved,2024-07-13,CAM_000128
CRE_000511,https://demo-assets.com/creatives/CRE_000511.jpg,Display,Lifestyle,"people,lifestyle,authentic,emotional,subtle,trendy",0.2,Approved,2025-06-09,CAM_000128
CRE_000512,https://demo-assets.com/creatives/CRE_000512.mp4,CTV,Brand Story,"heritage,story,values,mission,classic",-0.38,Under Review,2025-01-31,CAM_000128
CRE_000513,https://demo-assets.com/creatives/CRE_000513.mp4,Rich Media,User Generated,"real,community,user,authentic,classic,professional,bold",-0.53,Approved,2024-07-19,CAM_000129
CRE_000514,https://demo-assets.com/creatives/CRE_000514.gif,Native,Product Shot,"product,clean,minimalist,brand,professional,trendy",-0.23,Approved,2025-07-26,CAM_000129
CRE_000515,https://demo-assets.com/creatives/CRE_000515.gif,Display,User Generated,"real,community,user,authentic,modern,professional",0.23,Approved,2024-08-26,CAM_000129
CRE_000516,https://demo-assets.com/creatives/CRE_000516.mp4,Rich Media,Product Shot,"product,clean,minimalist,brand,professional",-0.45,Under Review,2025-03-24,CAM_000129
CRE_000517,https://demo-assets.com/creatives/CRE_000517.gif,CTV,Lifestyle,"people,lifestyle,authentic,emotional,professional,modern",0.21,Pending,2024-05-22,CAM_000130
CRE_000518,https://demo-assets.com/creatives/CRE_000518.mp4,Rich Media,Promotional,"sale,discount,offer,urgent,colorful,trendy",0.58,Pending,2025-04-19,CAM_000130
CRE_000519,https://demo-assets.com/creatives/CRE_000519.mp4,Native,Promotional,"sale,discount,offer,urgent,professional",0.8,Approved,2025-07-03,CAM_000130
CRE_000520,https://demo-assets.com/creatives/CRE_000520.gif,Rich Media,Product Shot,"product,clean,minimalist,brand,modern,bold,colorful",-0.59,Pending,2025-05-13,CAM_000130
CRE_000521,https://demo-assets.com/creatives/CRE_000521.png,Banner,Brand Story,"heritage,story,values,mission,professional,bold",0.82,Pending,2024-11-03,CAM_000131
CRE_000522,https://demo-assets.com/creatives/CRE_000522.mp4,CTV,Educational,"informative,tutorial,how-to,expert,professional,colorful,trendy",-0.56,Approved,2024-07-16,CAM_000131
CRE_000523,https://demo-assets.com/creatives/CRE_000523.jpg,CTV,Brand Story,"heritage,story,values,mission,modern,bold,colorful",-0.79,Under Review,2024-03-13,CAM_000131
CRE_000524,https://demo-assets.com/creatives/CRE_000524.png,Native,Product Shot,"product,clean,minimalist,brand,professional",0.42,Approved,2025-03-22,CAM_000131
CRE_000525,https://demo-assets.com/creatives/CRE_000525.jpg,Rich Media,Promotional,"sale,discount,offer,urgent,subtle,modern,bold",-0.21,Approved,2025-07-05,CAM_000132
CRE_000526,https://demo-assets.com/creatives/CRE_000526.gif,CTV,Educational,"informative,tutorial,how-to,expert,professional",0.79,Approved,2023-11-10,CAM_000132
CRE_000527,https://demo-assets.com/creatives/CRE_000527.gif,CTV,Product Shot,"product,clean,minimalist,brand,subtle,trendy",-0.21,Approved,2024-11-19,CAM_000132
CRE_000528,https://demo-assets.com/creatives/CRE_000528.gif,CTV,Educational,"informative,tutorial,how-to,expert,colorful,classic",0.09,Approved,2024-10-10,CAM_000132
CRE_000529,https://demo-assets.com/creatives/CRE_000529.mp4,Audio,Testimonial,"review,customer,satisfaction,trust,colorful,professional",-0.54,Under Review,2024-03-16,CAM_000133
CRE_000530,https://demo-assets.com/creatives/CRE_000530.png,Audio,Lifestyle,"people,lifestyle,authentic,emotional,modern,trendy,subtle",0.53,Approved,2023-09-13,CAM_000133
CRE_000531,https://demo-assets.com/creatives/CRE_000531.jpg,Native,Lifestyle,"people,lifestyle,authentic,emotional,classic",0.49,Approved,2025-03-05,CAM_000133
CRE_000532,https://demo-assets.com/creatives/CRE_000532.mp4,Banner,Educational,"informative,tutorial,how-to,expert,subtle",0.01,Approved,2023-09-15,CAM_000133
CRE_000533,https://demo-assets.com/creatives/CRE_000533.gif,Banner,Testimonial,"review,customer,satisfaction,trust,subtle",0.54,Approved,2024-09-25,CAM_000134
CRE_000534,https://demo-assets.com/creatives/CRE_000534.jpg,Video,Promotional,"sale,discount,offer,urgent,trendy",-0.73,Approved,2024-09-23,CAM_000134
CRE_000535,https://demo-assets.com/creatives/CRE_000535.jpg,Native,Educational,"informative,tutorial,how-to,expert,colorful",-0.57,Approved,2024-06-09,CAM_000134
CRE_000536,https://demo-assets.com/creatives/CRE_000536.mp4,Rich Media,Brand Story,"heritage,story,values,mission,professional,modern",0.22,Rejected,2024-02-06,CAM_000134
CRE_000537,https://demo-assets.com/creatives/CRE_000537.png,Rich Media,Lifestyle,"people,lifestyle,authentic,emotional,subtle,classic",-0.19,Rejected,2025-04-19,CAM_000135
CRE_000538,https://demo-assets.com/creatives/CRE_000538.gif,Native,Product Shot,"product,clean,minimalist,brand,classic,modern",0.17,Pending,2024-07-04,CAM_000135
CRE_000539,https://demo-assets.com/creatives/CRE_000539.mp4,Social Post,Lifestyle,"people,lifestyle,authentic,emotional,classic,modern,trendy",0.35,Approved,2023-11-26,CAM_000135
CRE_000540,https://demo-assets.com/creatives/CRE_000540.gif,Native,Product Shot,"product,clean,minimalist,brand,colorful",0.38,Pending,2024-07-17,CAM_000135
CRE_000541,https://demo-assets.com/creatives/CRE_000541.png,Social Post,Educational,"informative,tutorial,how-to,expert,bold,classic",-0.27,Approved,2024-11-10,CAM_000136
CRE_000542,https://demo-assets.com/creatives/CRE_000542.png,Audio,Testimonial,"review,customer,satisfaction,trust,bold,trendy,modern",-0.31,Approved,2024-03-18,CAM_000136
CRE_000543,https://demo-assets.com/creatives/CRE_000543.jpg,Banner,Brand Story,"heritage,story,values,mission,trendy,professional,bold",0.13,Approved,2024-10-05,CAM_000136
CRE_000544,https://demo-assets.com/creatives/CRE_000544.mp4,Video,Promotional,"sale,discount,offer,urgent,trendy,modern,colorful",-0.65,Approved,2024-10-26,CAM_000136
CRE_000545,https://demo-assets.com/creatives/CRE_000545.png,Display,Promotional,"sale,discount,offer,urgent,professional",0.04,Approved,2024-11-29,CAM_000137
CRE_000546,https://demo-assets.com/creatives/CRE_000546.png,Rich Media,Brand Story,"heritage,story,values,mission,trendy",0.88,Approved,2025-09-03,CAM_000137
CRE_000547,https://demo-assets.com/creatives/CRE_000547.png,Social Post,Testimonial,"review,customer,satisfaction,trust,bold,modern,classic",0.58,Approved,2024-06-26,CAM_000137
CRE_000548,https://demo-assets.com/creatives/CRE_000548.png,Banner,Product Shot,"product,clean,minimalist,brand,colorful,classic,professional",-0.69,Approved,2024-02-05,CAM_000137
CRE_000549,https://demo-assets.com/creatives/CRE_000549.mp4,Video,Brand Story,"heritage,story,values,mission,professional",0.65,Approved,2024-10-17,CAM_000138
CRE_000550,https://demo-assets.com/creatives/CRE_000550.mp4,Banner,Lifestyle,"people,lifestyle,authentic,emotional,trendy,bold,subtle",-0.69,Approved,2024-10-21,CAM_000138
CRE_000551,https://demo-assets.com/creatives/CRE_000551.jpg,Native,User Generated,"real,community,user,authentic,colorful,classic,bold",0.77,Pending,2024-01-18,CAM_000138
CRE_000552,https://demo-assets.com/creatives/CRE_000552.gif,CTV,Educational,"informative,tutorial,how-to,expert,colorful,bold",-0.13,Approved,2024-10-22,CAM_000138
CRE_000553,https://demo-assets.com/creatives/CRE_000553.png,Banner,User Generated,"real,community,user,authentic,bold",0.35,Approved,2024-08-28,CAM_000139
CRE_000554,https://demo-assets.com/creatives/CRE_000554.gif,Video,Promotional,"sale,discount,offer,urgent,subtle,modern,professional",0.64,Rejected,2025-08-31,CAM_000139
CRE_000555,https://demo-assets.com/creatives/CRE_000555.mp4,Rich Media,Product Shot,"product,clean,minimalist,brand,colorful",0.36,Under Review,2024-11-04,CAM_000139
CRE_000556,https://demo-assets.com/creatives/CRE_000556.gif,Rich Media,Product Shot,"product,clean,minimalist,brand,modern,professional,bold",0.25,Approved,2025-03-28,CAM_000139
CRE_000557,https://demo-assets.com/creatives/CRE_000557.png,Native,Product Shot,"product,clean,minimalist,brand,classic,colorful,subtle",0.33,Approved,2024-06-26,CAM_000140
CRE_000558,https://demo-assets.com/creatives/CRE_000558.jpg,CTV,Educational,"informative,tutorial,how-to,expert,professional,subtle,colorful",-0.11,Approved,2023-12-19,CAM_000140
CRE_000559,https://demo-assets.com/creatives/CRE_000559.gif,CTV,Brand Story,"heritage,story,values,mission,classic",0.01,Rejected,2025-06-01,CAM_000140
CRE_000560,https://demo-assets.com/creatives/CRE_000560.png,Native,Brand Story,"heritage,story,values,mission,classic,bold,modern",-0.06,Approved,2023-12-05,CAM_000140
CRE_000561,https://demo-assets.com/creatives/CRE_000561.gif,Display,Product Shot,"product,clean,minimalist,brand,trendy",0.69,Pending,2024-02-24,CAM_000141
CRE_000562,https://demo-assets.com/creatives/CRE_000562.png,Native,Educational,"informative,tutorial,how-to,expert,bold,classic",-0.49,Approved,2025-04-03,CAM_000141
CRE_000563,https://demo-assets.com/creatives/CRE_000563.png,CTV,User Generated,"real,community,user,authentic,classic,colorful,professional",-0.04,Approved,2025-08-02,CAM_000141
CRE_000564,https://demo-assets.com/creatives/CRE_000564.jpg,Social Post,Testimonial,"review,customer,satisfaction,trust,bold,professional",-0.01,Approved,2023-11-22,CAM_000141
CRE_000565,https://demo-assets.com/creatives/CRE_000565.jpg,Rich Media,Testimonial,"review,customer,satisfaction,trust,classic,professional",-0.57,Approved,2024-09-15,CAM_000142
CRE_000566,https://demo-assets.com/creatives/CRE_000566.mp4,CTV,Educational,"informative,tutorial,how-to,expert,bold,modern",0.86,Pending,2025-04-05,CAM_000142
CRE_000567,https://demo-assets.com/creatives/CRE_000567.png,Social Post,Promotional,"sale,discount,offer,urgent,classic",0.75,Approved,2025-04-16,CAM_000142
CRE_000568,https://demo-assets.com/creatives/CRE_000568.mp4,Banner,Promotional,"sale,discount,offer,urgent,colorful",-0.59,Approved,2024-12-01,CAM_000142
CRE_000569,https://demo-assets.com/creatives/CRE_000569.png,Social Post,Promotional,"sale,discount,offer,urgent,classic,professional",0.17,Under Review,2025-01-21,CAM_000143
CRE_000570,https://demo-assets.com/creatives/CRE_000570.mp4,Native,User Generated,"real,community,user,authentic,professional,modern",0.56,Approved,2023-10-17,CAM_000143
CRE_000571,https://demo-assets.com/creatives/CRE_000571.gif,CTV,Product Shot,"product,clean,minimalist,brand,colorful,subtle,classic",-0.73,Rejected,2024-06-20,CAM_000143
CRE_000572,https://demo-assets.com/creatives/CRE_000572.png,Display,Testimonial,"review,customer,satisfaction,trust,colorful",-0.35,Approved,2024-12-17,CAM_000143
CRE_000573,https://demo-assets.com/creatives/CRE_000573.mp4,Native,User Generated,"real,community,user,authentic,classic,modern",0.29,Under Review,2025-04-19,CAM_000144
CRE_000574,https://demo-assets.com/creatives/CRE_000574.png,Rich Media,Brand Story,"heritage,story,values,mission,professional",0.2,Approved,2025-05-02,CAM_000144
CRE_000575,https://demo-assets.com/creatives/CRE_000575.jpg,Video,Brand Story,"heritage,story,values,mission,subtle",-0.69,Approved,2024-08-19,CAM_000144
CRE_000576,https://demo-assets.com/creatives/CRE_000576.jpg,Banner,Educational,"informative,tutorial,how-to,expert,bold,classic",-0.12,Approved,2024-11-21,CAM_000144
