segment_id,audience_id,segment_name,primary_interest,secondary_interest,lookalike_segment_flag
SEG_000691,AUD_000266,Premium Outdoor Activities Enthusiasts,Automotive,Cooking,True
SEG_000692,AUD_000267,Core Books Enthusiasts,Art & Culture,Investment,False
SEG_000693,AUD_000268,Core Entertainment Enthusiasts,Business,Local Events,False
SEG_000694,AUD_000268,Niche Art & Culture Enthusiasts,Food & Dining,Budget Shopping,True
SEG_000695,AUD_000269,Value Food & Dining Enthusiasts,Technology,Budget Shopping,False
SEG_000696,AUD_000270,Premium Pets Enthusiasts,Food & Dining,Local Events,True
SEG_000697,AUD_000270,Niche Science Enthusiasts,Science,Streaming,False
SEG_000698,AUD_000271,Premium Home & Garden Enthusiasts,Books,Local Events,False
SEG_000699,AUD_000271,Value Entertainment Enthusiasts,Health & Wellness,Cooking,False
SEG_000700,AUD_000271,Niche Finance Enthusiasts,Books,Luxury Goods,True
SEG_000701,AUD_000271,Value Parenting Enthusiasts,Science,Social Media,False
SEG_000702,AUD_000272,Value Education Enthusiasts,Environment,Eco-Friendly,True
SEG_000703,AUD_000272,Value Education Enthusiasts,Outdoor Activities,Social Causes,True
SEG_000704,AUD_000273,Core Education Enthusiasts,Fashion & Beauty,Celebrity News,False
SEG_000705,AUD_000273,Premium Entertainment Enthusiasts,Environment,Luxury Goods,False
SEG_000706,AUD_000273,Core Real Estate Enthusiasts,Fashion & Beauty,Social Media,True
SEG_000707,AUD_000273,Core Food & Dining Enthusiasts,Technology,Luxury Goods,False
SEG_000708,AUD_000274,Niche Parenting Enthusiasts,Entertainment,Social Causes,True
SEG_000709,AUD_000274,Premium Finance Enthusiasts,Books,Photography,False
SEG_000710,AUD_000275,Emerging Pets Enthusiasts,Automotive,Social Media,False
SEG_000711,AUD_000275,Emerging Outdoor Activities Enthusiasts,Fashion & Beauty,Cooking,False
SEG_000712,AUD_000275,Emerging Parenting Enthusiasts,Environment,Social Media,True
SEG_000713,AUD_000275,Emerging Environment Enthusiasts,Parenting,Luxury Goods,True
SEG_000714,AUD_000276,Value Environment Enthusiasts,Sports,Cooking,False
SEG_000715,AUD_000276,Premium Home & Garden Enthusiasts,Real Estate,Mobile Apps,False
SEG_000716,AUD_000276,Value Books Enthusiasts,Travel,Investment,False
SEG_000717,AUD_000276,Premium Automotive Enthusiasts,Politics,E-commerce,True
SEG_000718,AUD_000277,Emerging Education Enthusiasts,Music,Mobile Apps,False
SEG_000719,AUD_000277,Emerging Health & Wellness Enthusiasts,Technology,Photography,True
SEG_000720,AUD_000277,Core Outdoor Activities Enthusiasts,Real Estate,Cooking,False
SEG_000721,AUD_000278,Premium Fitness Enthusiasts,Environment,Social Causes,False
SEG_000722,AUD_000279,Niche Finance Enthusiasts,Business,Celebrity News,False
SEG_000723,AUD_000279,Core Finance Enthusiasts,Travel,International News,True
SEG_000724,AUD_000280,Premium Health & Wellness Enthusiasts,Finance,DIY Projects,True
SEG_000725,AUD_000280,Core Finance Enthusiasts,Fashion & Beauty,Mobile Apps,False
SEG_000726,AUD_000280,Premium Technology Enthusiasts,Automotive,Social Causes,False
SEG_000727,AUD_000280,Emerging Parenting Enthusiasts,Environment,Social Causes,True
SEG_000728,AUD_000281,Value Books Enthusiasts,Health & Wellness,Mobile Apps,True
SEG_000729,AUD_000281,Emerging Home & Garden Enthusiasts,Technology,Social Media,False
SEG_000730,AUD_000281,Value Environment Enthusiasts,Politics,Streaming,False
SEG_000731,AUD_000282,Premium Automotive Enthusiasts,Finance,International News,True
SEG_000732,AUD_000282,Niche Art & Culture Enthusiasts,Environment,Photography,True
SEG_000733,AUD_000282,Value Automotive Enthusiasts,Sports,Mobile Apps,True
SEG_000734,AUD_000282,Emerging Finance Enthusiasts,Travel,International News,False
SEG_000735,AUD_000283,Core Art & Culture Enthusiasts,Food & Dining,Social Causes,False
SEG_000736,AUD_000283,Emerging Parenting Enthusiasts,Environment,Cooking,False
SEG_000737,AUD_000284,Core Outdoor Activities Enthusiasts,Art & Culture,Mobile Apps,False
SEG_000738,AUD_000284,Premium Pets Enthusiasts,Fashion & Beauty,Mobile Apps,True
SEG_000739,AUD_000284,Value Business Enthusiasts,Finance,Career Development,False
SEG_000740,AUD_000285,Niche Pets Enthusiasts,Real Estate,International News,True
SEG_000741,AUD_000285,Core Sports Enthusiasts,Music,Luxury Goods,False
SEG_000742,AUD_000286,Premium Travel Enthusiasts,Technology,Local Events,True
SEG_000743,AUD_000286,Emerging Business Enthusiasts,Food & Dining,International News,False
SEG_000744,AUD_000286,Emerging Technology Enthusiasts,Food & Dining,Budget Shopping,True
SEG_000745,AUD_000286,Niche Sports Enthusiasts,Pets,Social Media,True
SEG_000746,AUD_000287,Value Finance Enthusiasts,Politics,International News,True
SEG_000747,AUD_000287,Core Business Enthusiasts,Science,Investment,True
SEG_000748,AUD_000288,Premium Sports Enthusiasts,Business,DIY Projects,True
SEG_000749,AUD_000289,Value Food & Dining Enthusiasts,Fitness,Luxury Goods,False
SEG_000750,AUD_000289,Core Technology Enthusiasts,Food & Dining,International News,False
SEG_000751,AUD_000290,Value Home & Garden Enthusiasts,Pets,Local Events,False
SEG_000752,AUD_000290,Niche Food & Dining Enthusiasts,Art & Culture,Social Causes,True
SEG_000753,AUD_000290,Value Sports Enthusiasts,Books,Career Development,True
SEG_000754,AUD_000290,Niche Books Enthusiasts,Science,Investment,False
SEG_000755,AUD_000291,Emerging Finance Enthusiasts,Environment,DIY Projects,False
SEG_000756,AUD_000291,Emerging Environment Enthusiasts,Automotive,Streaming,False
SEG_000757,AUD_000291,Premium Outdoor Activities Enthusiasts,Art & Culture,Mobile Apps,True
SEG_000758,AUD_000291,Premium Finance Enthusiasts,Outdoor Activities,DIY Projects,False
SEG_000759,AUD_000292,Niche Finance Enthusiasts,Technology,E-commerce,True
SEG_000760,AUD_000293,Value Outdoor Activities Enthusiasts,Books,E-commerce,False
SEG_000761,AUD_000293,Premium Entertainment Enthusiasts,Gaming,Investment,False
SEG_000762,AUD_000293,Niche Music Enthusiasts,Parenting,Eco-Friendly,True
SEG_000763,AUD_000294,Emerging Politics Enthusiasts,Books,Photography,False
SEG_000764,AUD_000294,Value Automotive Enthusiasts,Environment,International News,False
SEG_000765,AUD_000295,Core Music Enthusiasts,Fitness,Celebrity News,False
SEG_000766,AUD_000296,Emerging Real Estate Enthusiasts,Real Estate,Cooking,False
SEG_000767,AUD_000296,Premium Technology Enthusiasts,Fashion & Beauty,Celebrity News,True
SEG_000768,AUD_000297,Premium Fitness Enthusiasts,Environment,Social Media,False
SEG_000769,AUD_000298,Value Food & Dining Enthusiasts,Entertainment,Streaming,False
SEG_000770,AUD_000298,Premium Technology Enthusiasts,Business,Local Events,True
SEG_000771,AUD_000299,Premium Outdoor Activities Enthusiasts,Gaming,Luxury Goods,True
SEG_000772,AUD_000300,Premium Science Enthusiasts,Outdoor Activities,Streaming,True
SEG_000773,AUD_000300,Niche Pets Enthusiasts,Health & Wellness,Investment,False
SEG_000774,AUD_000300,Core Outdoor Activities Enthusiasts,Environment,International News,True
SEG_000775,AUD_000301,Value Art & Culture Enthusiasts,Parenting,Investment,True
SEG_000776,AUD_000301,Niche Fashion & Beauty Enthusiasts,Politics,DIY Projects,True
SEG_000777,AUD_000302,Value Fashion & Beauty Enthusiasts,Gaming,Mobile Apps,True
SEG_000778,AUD_000303,Value Environment Enthusiasts,Books,Social Media,True
SEG_000779,AUD_000303,Value Real Estate Enthusiasts,Fitness,Cooking,False
SEG_000780,AUD_000303,Niche Pets Enthusiasts,Sports,Eco-Friendly,False
SEG_000781,AUD_000304,Core Travel Enthusiasts,Real Estate,Eco-Friendly,True
SEG_000782,AUD_000304,Niche Finance Enthusiasts,Food & Dining,DIY Projects,False
SEG_000783,AUD_000304,Value Technology Enthusiasts,Business,Photography,True
SEG_000784,AUD_000304,Value Finance Enthusiasts,Automotive,Streaming,False
SEG_000785,AUD_000305,Value Finance Enthusiasts,Travel,Career Development,False
SEG_000786,AUD_000306,Niche Technology Enthusiasts,Pets,DIY Projects,False
SEG_000787,AUD_000306,Emerging Politics Enthusiasts,Fashion & Beauty,Budget Shopping,False
SEG_000788,AUD_000306,Core Automotive Enthusiasts,Health & Wellness,Photography,True
SEG_000789,AUD_000306,Value Health & Wellness Enthusiasts,Pets,Photography,True
SEG_000790,AUD_000307,Core Travel Enthusiasts,Real Estate,Budget Shopping,False
SEG_000791,AUD_000307,Premium Art & Culture Enthusiasts,Business,Eco-Friendly,False
SEG_000792,AUD_000308,Emerging Books Enthusiasts,Technology,DIY Projects,True
SEG_000793,AUD_000308,Core Parenting Enthusiasts,Home & Garden,Cooking,False
SEG_000794,AUD_000309,Emerging Home & Garden Enthusiasts,Fashion & Beauty,Budget Shopping,True
SEG_000795,AUD_000309,Value Pets Enthusiasts,Business,Streaming,True
SEG_000796,AUD_000309,Niche Fitness Enthusiasts,Technology,Streaming,False
SEG_000797,AUD_000309,Value Art & Culture Enthusiasts,Science,Mobile Apps,True
SEG_000798,AUD_000310,Core Food & Dining Enthusiasts,Business,Cooking,False
SEG_000799,AUD_000311,Emerging Art & Culture Enthusiasts,Technology,Career Development,True
SEG_000800,AUD_000311,Premium Real Estate Enthusiasts,Fashion & Beauty,Career Development,False
SEG_000801,AUD_000312,Premium Books Enthusiasts,Home & Garden,Budget Shopping,True
SEG_000802,AUD_000313,Value Outdoor Activities Enthusiasts,Entertainment,International News,True
SEG_000803,AUD_000314,Emerging Business Enthusiasts,Politics,Career Development,False
SEG_000804,AUD_000314,Value Business Enthusiasts,Music,Social Media,True
SEG_000805,AUD_000314,Premium Travel Enthusiasts,Automotive,Investment,False
SEG_000806,AUD_000315,Value Outdoor Activities Enthusiasts,Science,International News,False
SEG_000807,AUD_000315,Niche Finance Enthusiasts,Politics,Career Development,False
SEG_000808,AUD_000315,Emerging Science Enthusiasts,Pets,DIY Projects,True
SEG_000809,AUD_000316,Core Science Enthusiasts,Business,Social Media,False
SEG_000810,AUD_000316,Premium Health & Wellness Enthusiasts,Sports,Career Development,False
SEG_000811,AUD_000316,Niche Health & Wellness Enthusiasts,Food & Dining,Cooking,True
SEG_000812,AUD_000317,Value Science Enthusiasts,Outdoor Activities,E-commerce,True
SEG_000813,AUD_000318,Core Technology Enthusiasts,Automotive,Local Events,False
SEG_000814,AUD_000319,Premium Technology Enthusiasts,Automotive,Streaming,False
SEG_000815,AUD_000319,Premium Music Enthusiasts,Music,E-commerce,True
SEG_000816,AUD_000319,Value Health & Wellness Enthusiasts,Music,Celebrity News,False
SEG_000817,AUD_000320,Emerging Technology Enthusiasts,Pets,Cooking,True
SEG_000818,AUD_000321,Emerging Real Estate Enthusiasts,Health & Wellness,Luxury Goods,False
SEG_000819,AUD_000321,Niche Art & Culture Enthusiasts,Art & Culture,Budget Shopping,True
SEG_000820,AUD_000321,Niche Music Enthusiasts,Books,International News,False
SEG_000821,AUD_000322,Niche Books Enthusiasts,Real Estate,Local Events,True
SEG_000822,AUD_000322,Core Outdoor Activities Enthusiasts,Books,Career Development,True
SEG_000823,AUD_000322,Premium Automotive Enthusiasts,Environment,Local Events,True
SEG_000824,AUD_000322,Value Pets Enthusiasts,Finance,Photography,False
SEG_000825,AUD_000323,Niche Automotive Enthusiasts,Gaming,Local Events,False
SEG_000826,AUD_000324,Premium Finance Enthusiasts,Real Estate,Photography,False
SEG_000827,AUD_000325,Core Outdoor Activities Enthusiasts,Fashion & Beauty,E-commerce,True
SEG_000828,AUD_000325,Core Technology Enthusiasts,Gaming,Social Media,True
SEG_000829,AUD_000326,Premium Real Estate Enthusiasts,Travel,Local Events,False
SEG_000830,AUD_000326,Premium Outdoor Activities Enthusiasts,Entertainment,Local Events,False
SEG_000831,AUD_000326,Emerging Fitness Enthusiasts,Sports,Career Development,True
SEG_000832,AUD_000326,Value Business Enthusiasts,Politics,Budget Shopping,True
SEG_000833,AUD_000327,Premium Entertainment Enthusiasts,Environment,E-commerce,False
SEG_000834,AUD_000328,Niche Science Enthusiasts,Home & Garden,Budget Shopping,False
SEG_000835,AUD_000329,Premium Environment Enthusiasts,Gaming,Budget Shopping,True
SEG_000836,AUD_000329,Emerging Food & Dining Enthusiasts,Travel,E-commerce,True
SEG_000837,AUD_000329,Niche Travel Enthusiasts,Home & Garden,Investment,False
SEG_000838,AUD_000330,Core Travel Enthusiasts,Politics,Mobile Apps,False
SEG_000839,AUD_000330,Value Fashion & Beauty Enthusiasts,Education,Cooking,False
SEG_000840,AUD_000330,Core Politics Enthusiasts,Gaming,Social Media,False
SEG_000841,AUD_000331,Value Gaming Enthusiasts,Technology,International News,True
SEG_000842,AUD_000332,Premium Business Enthusiasts,Health & Wellness,Photography,False
SEG_000843,AUD_000333,Core Real Estate Enthusiasts,Technology,Social Causes,False
SEG_000844,AUD_000333,Premium Travel Enthusiasts,Home & Garden,Mobile Apps,True
SEG_000845,AUD_000334,Niche Fitness Enthusiasts,Environment,E-commerce,False
SEG_000846,AUD_000335,Value Real Estate Enthusiasts,Finance,Career Development,False
SEG_000847,AUD_000335,Value Gaming Enthusiasts,Home & Garden,E-commerce,False
SEG_000848,AUD_000335,Premium Science Enthusiasts,Home & Garden,E-commerce,False
SEG_000849,AUD_000336,Premium Gaming Enthusiasts,Pets,Eco-Friendly,False
SEG_000850,AUD_000336,Core Business Enthusiasts,Home & Garden,E-commerce,False
SEG_000851,AUD_000336,Value Real Estate Enthusiasts,Sports,Career Development,False
SEG_000852,AUD_000337,Niche Automotive Enthusiasts,Finance,Photography,False
SEG_000853,AUD_000337,Premium Travel Enthusiasts,Art & Culture,Mobile Apps,True
SEG_000854,AUD_000338,Value Entertainment Enthusiasts,Outdoor Activities,Luxury Goods,True
SEG_000855,AUD_000338,Premium Art & Culture Enthusiasts,Automotive,Social Media,True
SEG_000856,AUD_000338,Value Technology Enthusiasts,Art & Culture,Luxury Goods,True
SEG_000857,AUD_000338,Premium Sports Enthusiasts,Parenting,Streaming,False
SEG_000858,AUD_000339,Value Music Enthusiasts,Science,Career Development,False
SEG_000859,AUD_000339,Premium Education Enthusiasts,Education,DIY Projects,True
SEG_000860,AUD_000339,Premium Books Enthusiasts,Gaming,E-commerce,False
SEG_000861,AUD_000340,Core Finance Enthusiasts,Fitness,Social Causes,True
SEG_000862,AUD_000340,Niche Parenting Enthusiasts,Travel,Social Causes,True
SEG_000863,AUD_000340,Niche Real Estate Enthusiasts,Gaming,E-commerce,False
SEG_000864,AUD_000340,Emerging Outdoor Activities Enthusiasts,Entertainment,Local Events,True
SEG_000865,AUD_000341,Emerging Fitness Enthusiasts,Education,Budget Shopping,False
SEG_000866,AUD_000341,Emerging Education Enthusiasts,Music,Photography,True
SEG_000867,AUD_000342,Premium Books Enthusiasts,Books,Investment,False
SEG_000868,AUD_000342,Niche Automotive Enthusiasts,Real Estate,Photography,True
SEG_000869,AUD_000343,Emerging Entertainment Enthusiasts,Food & Dining,International News,False
SEG_000870,AUD_000343,Core Outdoor Activities Enthusiasts,Home & Garden,Celebrity News,False
SEG_000871,AUD_000343,Emerging Business Enthusiasts,Food & Dining,Career Development,False
SEG_000872,AUD_000344,Premium Health & Wellness Enthusiasts,Pets,Celebrity News,True
SEG_000873,AUD_000344,Niche Technology Enthusiasts,Pets,Investment,True
SEG_000874,AUD_000345,Premium Gaming Enthusiasts,Health & Wellness,International News,False
SEG_000875,AUD_000345,Core Parenting Enthusiasts,Sports,E-commerce,False
SEG_000876,AUD_000345,Premium Science Enthusiasts,Science,DIY Projects,False
SEG_000877,AUD_000345,Core Fitness Enthusiasts,Automotive,Eco-Friendly,True
SEG_000878,AUD_000346,Premium Gaming Enthusiasts,Travel,Career Development,True
SEG_000879,AUD_000346,Emerging Entertainment Enthusiasts,Parenting,Photography,False
SEG_000880,AUD_000346,Core Politics Enthusiasts,Books,Eco-Friendly,False
SEG_000881,AUD_000347,Core Food & Dining Enthusiasts,Science,Photography,True
SEG_000882,AUD_000348,Premium Home & Garden Enthusiasts,Sports,Streaming,True
SEG_000883,AUD_000349,Emerging Fitness Enthusiasts,Sports,Social Media,True
SEG_000884,AUD_000349,Core Finance Enthusiasts,Sports,Investment,True
SEG_000885,AUD_000350,Premium Art & Culture Enthusiasts,Travel,Social Media,True
SEG_000886,AUD_000350,Value Technology Enthusiasts,Art & Culture,Local Events,False
SEG_000887,AUD_000351,Emerging Fitness Enthusiasts,Parenting,Celebrity News,False
SEG_000888,AUD_000351,Value Finance Enthusiasts,Environment,Social Media,False
SEG_000889,AUD_000352,Niche Gaming Enthusiasts,Pets,Social Media,False
SEG_000890,AUD_000352,Premium Home & Garden Enthusiasts,Food & Dining,International News,False
SEG_000891,AUD_000352,Core Education Enthusiasts,Home & Garden,Mobile Apps,True
SEG_000892,AUD_000352,Value Outdoor Activities Enthusiasts,Education,DIY Projects,False
SEG_000893,AUD_000353,Value Fitness Enthusiasts,Fitness,Mobile Apps,True
SEG_000894,AUD_000353,Premium Finance Enthusiasts,Automotive,Investment,False
SEG_000895,AUD_000353,Premium Pets Enthusiasts,Education,Local Events,False
SEG_000896,AUD_000353,Core Music Enthusiasts,Outdoor Activities,Mobile Apps,False
SEG_000897,AUD_000354,Premium Automotive Enthusiasts,Fitness,Career Development,False
SEG_000898,AUD_000354,Premium Finance Enthusiasts,Outdoor Activities,Mobile Apps,True
SEG_000899,AUD_000354,Niche Entertainment Enthusiasts,Pets,Investment,True
SEG_000900,AUD_000355,Value Business Enthusiasts,Pets,Luxury Goods,True
SEG_000901,AUD_000355,Core Travel Enthusiasts,Science,Photography,False
SEG_000902,AUD_000355,Niche Travel Enthusiasts,Politics,Budget Shopping,True
SEG_000903,AUD_000356,Niche Health & Wellness Enthusiasts,Entertainment,Streaming,True
SEG_000904,AUD_000356,Emerging Entertainment Enthusiasts,Gaming,Photography,False
SEG_000905,AUD_000356,Value Pets Enthusiasts,Books,Career Development,True
SEG_000906,AUD_000357,Premium Parenting Enthusiasts,Food & Dining,Streaming,False
SEG_000907,AUD_000358,Value Finance Enthusiasts,Finance,Luxury Goods,True
SEG_000908,AUD_000359,Premium Automotive Enthusiasts,Books,DIY Projects,False
SEG_000909,AUD_000359,Core Sports Enthusiasts,Books,Local Events,True
SEG_000910,AUD_000360,Premium Parenting Enthusiasts,Books,Mobile Apps,True
SEG_000911,AUD_000361,Niche Business Enthusiasts,Sports,DIY Projects,False
SEG_000912,AUD_000362,Niche Finance Enthusiasts,Education,Mobile Apps,True
SEG_000913,AUD_000362,Emerging Automotive Enthusiasts,Outdoor Activities,Investment,True
SEG_000914,AUD_000363,Niche Fitness Enthusiasts,Music,International News,False
SEG_000915,AUD_000363,Premium Home & Garden Enthusiasts,Art & Culture,Local Events,False
SEG_000916,AUD_000363,Emerging Science Enthusiasts,Pets,Career Development,False
SEG_000917,AUD_000364,Core Books Enthusiasts,Music,Cooking,True
SEG_000918,AUD_000365,Value Real Estate Enthusiasts,Fashion & Beauty,Streaming,True
SEG_000919,AUD_000365,Core Gaming Enthusiasts,Fitness,DIY Projects,False
SEG_000920,AUD_000365,Emerging Sports Enthusiasts,Politics,Eco-Friendly,True
SEG_000921,AUD_000365,Niche Entertainment Enthusiasts,Health & Wellness,Social Media,True
SEG_000922,AUD_000366,Value Music Enthusiasts,Business,Social Media,True
SEG_000923,AUD_000367,Core Automotive Enthusiasts,Art & Culture,International News,False
SEG_000924,AUD_000368,Premium Education Enthusiasts,Science,Mobile Apps,True
SEG_000925,AUD_000368,Emerging Science Enthusiasts,Health & Wellness,Social Media,False
SEG_000926,AUD_000369,Value Education Enthusiasts,Outdoor Activities,Social Media,True
SEG_000927,AUD_000369,Premium Art & Culture Enthusiasts,Science,Eco-Friendly,False
SEG_000928,AUD_000369,Value Fashion & Beauty Enthusiasts,Entertainment,DIY Projects,True
SEG_000929,AUD_000370,Core Food & Dining Enthusiasts,Technology,Mobile Apps,False
SEG_000930,AUD_000370,Value Politics Enthusiasts,Parenting,Social Media,True
SEG_000931,AUD_000371,Core Fashion & Beauty Enthusiasts,Finance,DIY Projects,False
SEG_000932,AUD_000371,Emerging Books Enthusiasts,Environment,Local Events,False
SEG_000933,AUD_000371,Niche Gaming Enthusiasts,Real Estate,Celebrity News,True
SEG_000934,AUD_000371,Emerging Parenting Enthusiasts,Environment,Investment,False
SEG_000935,AUD_000372,Core Outdoor Activities Enthusiasts,Health & Wellness,Photography,True
SEG_000936,AUD_000372,Value Parenting Enthusiasts,Science,Social Media,True
SEG_000937,AUD_000372,Emerging Art & Culture Enthusiasts,Entertainment,Social Causes,False
SEG_000938,AUD_000373,Premium Finance Enthusiasts,Science,Investment,True
SEG_000939,AUD_000374,Niche Outdoor Activities Enthusiasts,Education,DIY Projects,True
SEG_000940,AUD_000375,Niche Entertainment Enthusiasts,Travel,Cooking,True
SEG_000941,AUD_000375,Emerging Politics Enthusiasts,Fashion & Beauty,Investment,False
SEG_000942,AUD_000375,Emerging Art & Culture Enthusiasts,Real Estate,International News,False
SEG_000943,AUD_000375,Niche Music Enthusiasts,Automotive,Investment,True
SEG_000944,AUD_000376,Premium Books Enthusiasts,Health & Wellness,Local Events,True
SEG_000945,AUD_000376,Emerging Real Estate Enthusiasts,Food & Dining,Social Causes,False
SEG_000946,AUD_000377,Niche Real Estate Enthusiasts,Business,Local Events,False
SEG_000947,AUD_000377,Value Entertainment Enthusiasts,Fashion & Beauty,Career Development,True
SEG_000948,AUD_000377,Premium Business Enthusiasts,Sports,Social Causes,True
SEG_000949,AUD_000378,Premium Education Enthusiasts,Travel,Budget Shopping,True
SEG_000950,AUD_000378,Niche Outdoor Activities Enthusiasts,Art & Culture,Social Media,False
SEG_000951,AUD_000378,Emerging Parenting Enthusiasts,Food & Dining,Career Development,False
SEG_000952,AUD_000378,Core Music Enthusiasts,Science,Social Media,False
SEG_000953,AUD_000379,Niche Education Enthusiasts,Parenting,Eco-Friendly,True
SEG_000954,AUD_000379,Value Politics Enthusiasts,Automotive,Social Causes,False
SEG_000955,AUD_000379,Niche Outdoor Activities Enthusiasts,Fitness,Local Events,True
SEG_000956,AUD_000380,Emerging Entertainment Enthusiasts,Fashion & Beauty,Cooking,False
SEG_000957,AUD_000380,Emerging Books Enthusiasts,Art & Culture,Investment,True
SEG_000958,AUD_000380,Core Gaming Enthusiasts,Entertainment,Luxury Goods,True
SEG_000959,AUD_000380,Core Gaming Enthusiasts,Parenting,Investment,True
SEG_000960,AUD_000381,Emerging Food & Dining Enthusiasts,Gaming,Local Events,True
SEG_000961,AUD_000381,Niche Automotive Enthusiasts,Technology,Local Events,False
SEG_000962,AUD_000381,Core Technology Enthusiasts,Science,Local Events,False
SEG_000963,AUD_000382,Niche Fashion & Beauty Enthusiasts,Science,Social Media,False
SEG_000964,AUD_000383,Value Fitness Enthusiasts,Books,DIY Projects,True
SEG_000965,AUD_000383,Emerging Fashion & Beauty Enthusiasts,Business,Social Causes,True
SEG_000966,AUD_000383,Value Travel Enthusiasts,Art & Culture,DIY Projects,True
SEG_000967,AUD_000383,Core Politics Enthusiasts,Science,Budget Shopping,False
SEG_000968,AUD_000384,Niche Automotive Enthusiasts,Health & Wellness,Luxury Goods,False
SEG_000969,AUD_000385,Value Real Estate Enthusiasts,Books,Cooking,True
SEG_000970,AUD_000385,Core Art & Culture Enthusiasts,Environment,Budget Shopping,True
SEG_000971,AUD_000385,Value Parenting Enthusiasts,Sports,Local Events,True
SEG_000972,AUD_000386,Core Technology Enthusiasts,Automotive,Investment,False
SEG_000973,AUD_000386,Value Politics Enthusiasts,Books,Luxury Goods,False
SEG_000974,AUD_000387,Niche Gaming Enthusiasts,Food & Dining,Photography,False
SEG_000975,AUD_000387,Niche Science Enthusiasts,Travel,E-commerce,True
SEG_000976,AUD_000387,Premium Travel Enthusiasts,Entertainment,Eco-Friendly,True
SEG_000977,AUD_000388,Niche Politics Enthusiasts,Fashion & Beauty,Celebrity News,True
SEG_000978,AUD_000388,Value Politics Enthusiasts,Gaming,E-commerce,True
SEG_000979,AUD_000388,Value Finance Enthusiasts,Environment,Investment,True
SEG_000980,AUD_000389,Premium Music Enthusiasts,Science,International News,True
SEG_000981,AUD_000389,Emerging Sports Enthusiasts,Real Estate,Photography,False
SEG_000982,AUD_000389,Value Health & Wellness Enthusiasts,Automotive,Investment,True
SEG_000983,AUD_000390,Emerging Science Enthusiasts,Outdoor Activities,Local Events,True
SEG_000984,AUD_000390,Core Gaming Enthusiasts,Real Estate,Cooking,False
SEG_000985,AUD_000390,Niche Outdoor Activities Enthusiasts,Politics,Celebrity News,True
SEG_000986,AUD_000391,Value Pets Enthusiasts,Real Estate,Investment,False
SEG_000987,AUD_000391,Emerging Politics Enthusiasts,Environment,International News,True
SEG_000988,AUD_000391,Emerging Science Enthusiasts,Parenting,Local Events,True
SEG_000989,AUD_000391,Niche Health & Wellness Enthusiasts,Automotive,Investment,False
SEG_000990,AUD_000392,Premium Food & Dining Enthusiasts,Parenting,Celebrity News,False
SEG_000991,AUD_000392,Value Outdoor Activities Enthusiasts,Real Estate,Photography,False
SEG_000992,AUD_000392,Niche Music Enthusiasts,Environment,Budget Shopping,False
SEG_000993,AUD_000393,Emerging Fashion & Beauty Enthusiasts,Entertainment,Mobile Apps,False
SEG_000994,AUD_000394,Emerging Politics Enthusiasts,Food & Dining,Celebrity News,False
SEG_000995,AUD_000394,Emerging Entertainment Enthusiasts,Outdoor Activities,Celebrity News,True
SEG_000996,AUD_000394,Core Business Enthusiasts,Outdoor Activities,Mobile Apps,False
SEG_000997,AUD_000395,Value Automotive Enthusiasts,Books,Cooking,False
SEG_000998,AUD_000395,Core Environment Enthusiasts,Music,International News,True
SEG_000999,AUD_000395,Value Parenting Enthusiasts,Food & Dining,Mobile Apps,False
SEG_001000,AUD_000395,Emerging Real Estate Enthusiasts,Music,Luxury Goods,True
SEG_001001,AUD_000396,Emerging Business Enthusiasts,Science,Investment,True
SEG_001002,AUD_000396,Value Environment Enthusiasts,Education,Budget Shopping,True
SEG_001003,AUD_000397,Value Gaming Enthusiasts,Outdoor Activities,Streaming,True
SEG_001004,AUD_000397,Core Fashion & Beauty Enthusiasts,Environment,Social Causes,True
SEG_001005,AUD_000397,Value Finance Enthusiasts,Finance,Eco-Friendly,True
SEG_001006,AUD_000398,Value Art & Culture Enthusiasts,Travel,Career Development,True
SEG_001007,AUD_000398,Niche Gaming Enthusiasts,Fashion & Beauty,Social Media,True
SEG_001008,AUD_000399,Premium Fitness Enthusiasts,Pets,Streaming,True
SEG_001009,AUD_000399,Core Environment Enthusiasts,Music,E-commerce,True
SEG_001010,AUD_000399,Premium Music Enthusiasts,Sports,Photography,True
SEG_001011,AUD_000400,Emerging Finance Enthusiasts,Environment,Mobile Apps,False
SEG_001012,AUD_000400,Niche Travel Enthusiasts,Gaming,Social Media,True
SEG_001013,AUD_000400,Value Business Enthusiasts,Entertainment,Career Development,False
SEG_001014,AUD_000400,Emerging Education Enthusiasts,Parenting,Luxury Goods,False
SEG_001015,AUD_000401,Value Sports Enthusiasts,Fitness,Investment,True
SEG_001016,AUD_000402,Emerging Art & Culture Enthusiasts,Travel,Photography,False
SEG_001017,AUD_000402,Value Art & Culture Enthusiasts,Sports,International News,False
SEG_001018,AUD_000403,Core Technology Enthusiasts,Automotive,Mobile Apps,True
SEG_001019,AUD_000403,Value Music Enthusiasts,Environment,DIY Projects,False
SEG_001020,AUD_000403,Premium Gaming Enthusiasts,Environment,DIY Projects,False
SEG_001021,AUD_000403,Premium Entertainment Enthusiasts,Education,Social Causes,False
SEG_001022,AUD_000404,Premium Fitness Enthusiasts,Politics,Streaming,False
SEG_001023,AUD_000404,Premium Finance Enthusiasts,Art & Culture,Local Events,True
SEG_001024,AUD_000404,Niche Outdoor Activities Enthusiasts,Parenting,Cooking,False
